epoch | loss | sim_loss | var_pred | var_target | cov_pred | cov_target | feat_std | feat_std_ctx | feat_norm | val_loss | val_sim_loss | val_var_pred | val_var_target | val_cov_pred | val_cov_target | val_feat_std | val_feat_std_ctx | val_feat_norm
27 | 1.7638 | 0.3207 | 0.7987 | 0.1854 | 1.3456 | 2.1489 | 0.2011 | 0.3344 | 4.2901 | 4.2014 | 0.3105 | 0.8102 | 0.2233 | 10.2255 | 17.2524 | 0.1894 | 0.3243 | 4.2916
28 | 1.7654 | 0.3196 | 0.7989 | 0.1886 | 1.3458 | 2.1460 | 0.2009 | 0.3385 | 4.2874 | 4.2151 | 0.3104 | 0.8102 | 0.2257 | 10.0355 | 17.5555 | 0.1895 | 0.3265 | 4.2920
29 | 1.7703 | 0.3189 | 0.7991 | 0.1918 | 1.3454 | 2.1707 | 0.2007 | 0.3416 | 4.2812 | 4.2639 | 0.3096 | 0.8102 | 0.2289 | 10.2560 | 17.8010 | 0.1895 | 0.3295 | 4.2914
30 | 1.7747 | 0.3178 | 0.7992 | 0.1949 | 1.3451 | 2.1962 | 0.2006 | 0.3445 | 4.2797 | 4.2601 | 0.3077 | 0.8101 | 0.2312 | 10.3350 | 17.6766 | 0.1896 | 0.3329 | 4.2980
31 | 1.7788 | 0.3171 | 0.7992 | 0.1977 | 1.3449 | 2.2165 | 0.2005 | 0.3471 | 4.2780 | 4.3450 | 0.3075 | 0.8110 | 0.2347 | 10.5505 | 18.2770 | 0.1887 | 0.3341 | 4.2861
32 | 1.7830 | 0.3168 | 0.7994 | 0.2005 | 1.3457 | 2.2335 | 0.2004 | 0.3495 | 4.2741 | 4.3083 | 0.3083 | 0.8120 | 0.2379 | 10.2984 | 18.1294 | 0.1876 | 0.3360 | 4.2566
33 | 1.7885 | 0.3160 | 0.7995 | 0.2043 | 1.3449 | 2.2599 | 0.2003 | 0.3518 | 4.2719 | 4.3429 | 0.3065 | 0.8117 | 0.2398 | 10.5379 | 18.2289 | 0.1879 | 0.3392 | 4.2689
34 | 1.7959 | 0.3159 | 0.7996 | 0.2069 | 1.3449 | 2.3100 | 0.2002 | 0.3541 | 4.2703 | 4.3096 | 0.3067 | 0.8099 | 0.2413 | 10.2898 | 18.1235 | 0.1898 | 0.3402 | 4.3060
35 | 1.7984 | 0.3157 | 0.7997 | 0.2089 | 1.3442 | 2.3177 | 0.2001 | 0.3556 | 4.2668 | 4.2963 | 0.3071 | 0.8131 | 0.2440 | 10.3426 | 17.9175 | 0.1866 | 0.3427 | 4.2389
36 | 1.7996 | 0.3152 | 0.7998 | 0.2113 | 1.3433 | 2.3110 | 0.2000 | 0.3572 | 4.2653 | 4.3283 | 0.3050 | 0.8108 | 0.2462 | 10.5768 | 17.9892 | 0.1888 | 0.3431 | 4.2973
37 | 1.8051 | 0.3148 | 0.8000 | 0.2139 | 1.3436 | 2.3455 | 0.1998 | 0.3587 | 4.2621 | 4.3255 | 0.3044 | 0.8112 | 0.2486 | 10.4575 | 18.0646 | 0.1885 | 0.3454 | 4.2864
38 | 1.8144 | 0.3143 | 0.8001 | 0.2174 | 1.3438 | 2.4082 | 0.1997 | 0.3604 | 4.2600 | 4.3861 | 0.3048 | 0.8116 | 0.2518 | 10.7387 | 18.3508 | 0.1880 | 0.3465 | 4.2841
39 | 1.8232 | 0.3143 | 0.8004 | 0.2209 | 1.3433 | 2.4627 | 0.1994 | 0.3614 | 4.2552 | 4.3726 | 0.3032 | 0.8115 | 0.2555 | 10.7957 | 18.1376 | 0.1881 | 0.3474 | 4.2872
40 | 1.8271 | 0.3134 | 0.8005 | 0.2232 | 1.3420 | 2.4893 | 0.1993 | 0.3624 | 4.2531 | 4.3164 | 0.3037 | 0.8112 | 0.2561 | 10.5136 | 17.8505 | 0.1885 | 0.3494 | 4.2853
41 | 1.8359 | 0.3128 | 0.8007 | 0.2257 | 1.3412 | 2.5598 | 0.1991 | 0.3636 | 4.2480 | 4.3380 | 0.3024 | 0.8125 | 0.2592 | 10.6161 | 17.9472 | 0.1871 | 0.3502 | 4.2634
42 | 1.8486 | 0.3120 | 0.8009 | 0.2281 | 1.3405 | 2.6716 | 0.1989 | 0.3648 | 4.2454 | 4.3407 | 0.3035 | 0.8130 | 0.2611 | 10.2935 | 18.2750 | 0.1867 | 0.3503 | 4.2445
43 | 1.8597 | 0.3113 | 0.8011 | 0.2310 | 1.3399 | 2.7618 | 0.1987 | 0.3656 | 4.2414 | 4.3328 | 0.3000 | 0.8117 | 0.2639 | 10.5163 | 17.9703 | 0.1879 | 0.3510 | 4.2810
44 | 1.8745 | 0.3103 | 0.8012 | 0.2337 | 1.3387 | 2.8942 | 0.1986 | 0.3660 | 4.2390 | 4.2673 | 0.3032 | 0.8139 | 0.2643 | 9.9753 | 17.8369 | 0.1857 | 0.3516 | 4.2163
45 | 1.8990 | 0.3100 | 0.8015 | 0.2355 | 1.3371 | 3.1267 | 0.1983 | 0.3661 | 4.2339 | 4.3081 | 0.3007 | 0.8124 | 0.2666 | 10.4211 | 17.7867 | 0.1872 | 0.3527 | 4.2634
46 | 1.9109 | 0.3094 | 0.8018 | 0.2375 | 1.3359 | 3.2338 | 0.1980 | 0.3654 | 4.2283 | 4.2663 | 0.2999 | 0.8131 | 0.2677 | 10.2062 | 17.5830 | 0.1866 | 0.3508 | 4.2507
47 | 1.9276 | 0.3087 | 0.8019 | 0.2391 | 1.3345 | 3.3929 | 0.1979 | 0.3647 | 4.2268 | 4.2691 | 0.2988 | 0.8134 | 0.2692 | 10.2546 | 17.5563 | 0.1862 | 0.3502 | 4.2494
48 | 1.9505 | 0.3083 | 0.8021 | 0.2409 | 1.3341 | 3.6089 | 0.1977 | 0.3640 | 4.2228 | 4.2676 | 0.2996 | 0.8146 | 0.2703 | 10.1054 | 17.6774 | 0.1850 | 0.3504 | 4.2203
49 | 1.9747 | 0.3077 | 0.8023 | 0.2426 | 1.3328 | 3.8411 | 0.1975 | 0.3636 | 4.2193 | 4.2721 | 0.2981 | 0.8144 | 0.2719 | 9.8996 | 17.9276 | 0.1852 | 0.3514 | 4.2225
50 | 2.0049 | 0.3072 | 0.8025 | 0.2444 | 1.3311 | 4.1326 | 0.1972 | 0.3633 | 4.2157 | 4.3083 | 0.2982 | 0.8135 | 0.2726 | 10.0680 | 18.1109 | 0.1861 | 0.3513 | 4.2438
51 | 2.0413 | 0.3069 | 0.8027 | 0.2450 | 1.3302 | 4.4940 | 0.1971 | 0.3629 | 4.2135 | 4.3528 | 0.2971 | 0.8137 | 0.2739 | 9.9607 | 18.6579 | 0.1860 | 0.3493 | 4.2464
52 | 2.1045 | 0.3064 | 0.8028 | 0.2461 | 1.3294 | 5.1203 | 0.1969 | 0.3622 | 4.2114 | 4.4255 | 0.2967 | 0.8127 | 0.2755 | 10.1510 | 19.1722 | 0.1870 | 0.3486 | 4.2785
53 | 2.1390 | 0.3057 | 0.8029 | 0.2473 | 1.3278 | 5.4622 | 0.1969 | 0.3613 | 4.2107 | 4.3524 | 0.2968 | 0.8146 | 0.2770 | 9.6351 | 18.9542 | 0.1850 | 0.3477 | 4.2255
54 | 2.1685 | 0.3048 | 0.8029 | 0.2487 | 1.3261 | 5.7533 | 0.1969 | 0.3600 | 4.2115 | 4.4225 | 0.2947 | 0.8142 | 0.2784 | 10.1105 | 19.1796 | 0.1855 | 0.3470 | 4.2445
55 | 2.1970 | 0.3043 | 0.8031 | 0.2499 | 1.3249 | 6.0332 | 0.1967 | 0.3585 | 4.2084 | 4.4821 | 0.2939 | 0.8141 | 0.2793 | 10.0142 | 19.8684 | 0.1856 | 0.3455 | 4.2496
56 | 2.2432 | 0.3037 | 0.8031 | 0.2511 | 1.3230 | 6.4912 | 0.1967 | 0.3571 | 4.2078 | 4.4124 | 0.2939 | 0.8142 | 0.2801 | 9.7746 | 19.4051 | 0.1855 | 0.3442 | 4.2453
57 | 2.2721 | 0.3033 | 0.8032 | 0.2524 | 1.3218 | 6.7726 | 0.1965 | 0.3558 | 4.2055 | 4.4463 | 0.2928 | 0.8147 | 0.2815 | 9.7246 | 19.7929 | 0.1849 | 0.3426 | 4.2333
58 | 2.2963 | 0.3026 | 0.8034 | 0.2530 | 1.3206 | 7.0160 | 0.1964 | 0.3542 | 4.2033 | 4.4244 | 0.2923 | 0.8147 | 0.2816 | 9.6633 | 19.6387 | 0.1849 | 0.3417 | 4.2345
59 | 2.3022 | 0.3017 | 0.8034 | 0.2538 | 1.3189 | 7.0785 | 0.1964 | 0.3529 | 4.2019 | 4.4518 | 0.2914 | 0.8140 | 0.2826 | 9.6908 | 19.8800 | 0.1856 | 0.3407 | 4.2523
60 | 2.3328 | 0.3009 | 0.8035 | 0.2541 | 1.3179 | 7.3900 | 0.1963 | 0.3514 | 4.1997 | 4.4801 | 0.2910 | 0.8148 | 0.2830 | 9.7115 | 20.1471 | 0.1848 | 0.3394 | 4.2326
61 | 2.3563 | 0.3005 | 0.8036 | 0.2541 | 1.3164 | 7.6313 | 0.1962 | 0.3505 | 4.1988 | 4.4664 | 0.2905 | 0.8134 | 0.2826 | 9.6018 | 20.1203 | 0.1862 | 0.3377 | 4.2684
62 | 2.3833 | 0.2992 | 0.8037 | 0.2549 | 1.3161 | 7.9069 | 0.1961 | 0.3494 | 4.1962 | 4.5334 | 0.2886 | 0.8143 | 0.2843 | 9.7725 | 20.6228 | 0.1853 | 0.3380 | 4.2517
63 | 2.4081 | 0.2979 | 0.8038 | 0.2558 | 1.3151 | 8.1604 | 0.1960 | 0.3483 | 4.1928 | 4.5428 | 0.2870 | 0.8150 | 0.2855 | 9.9278 | 20.5670 | 0.1846 | 0.3373 | 4.2378
64 | 2.4254 | 0.2964 | 0.8040 | 0.2568 | 1.3143 | 8.3400 | 0.1958 | 0.3473 | 4.1889 | 4.5697 | 0.2854 | 0.8165 | 0.2875 | 9.8294 | 20.9355 | 0.1831 | 0.3357 | 4.2053
65 | 2.4608 | 0.2950 | 0.8041 | 0.2579 | 1.3131 | 8.6979 | 0.1956 | 0.3470 | 4.1863 | 4.5414 | 0.2849 | 0.8157 | 0.2889 | 9.4669 | 21.0063 | 0.1839 | 0.3340 | 4.2174
66 | 2.4635 | 0.2937 | 0.8042 | 0.2588 | 1.3118 | 8.7300 | 0.1955 | 0.3469 | 4.1849 | 4.5827 | 0.2829 | 0.8149 | 0.2895 | 9.9070 | 20.9849 | 0.1846 | 0.3360 | 4.2439
67 | 2.4582 | 0.2925 | 0.8043 | 0.2595 | 1.3109 | 8.6823 | 0.1955 | 0.3469 | 4.1836 | 4.5578 | 0.2815 | 0.8151 | 0.2912 | 9.6818 | 20.9626 | 0.1845 | 0.3351 | 4.2332
68 | 2.4869 | 0.2905 | 0.8045 | 0.2608 | 1.3088 | 8.9787 | 0.1952 | 0.3468 | 4.1791 | 4.6222 | 0.2795 | 0.8157 | 0.2922 | 9.9192 | 21.3715 | 0.1839 | 0.3348 | 4.2362
69 | 2.5078 | 0.2889 | 0.8046 | 0.2614 | 1.3078 | 9.1985 | 0.1951 | 0.3469 | 4.1778 | 4.5643 | 0.2796 | 0.8163 | 0.2922 | 9.6374 | 21.0780 | 0.1833 | 0.3355 | 4.2171
70 | 2.5074 | 0.2877 | 0.8047 | 0.2620 | 1.3066 | 9.2021 | 0.1950 | 0.3473 | 4.1768 | 4.5557 | 0.2778 | 0.8163 | 0.2938 | 9.6453 | 20.9851 | 0.1833 | 0.3367 | 4.2207
71 | 2.5126 | 0.2869 | 0.8049 | 0.2627 | 1.3057 | 9.2553 | 0.1949 | 0.3478 | 4.1744 | 4.5480 | 0.2775 | 0.8158 | 0.2943 | 9.5183 | 21.0300 | 0.1838 | 0.3368 | 4.2330
72 | 2.5207 | 0.2861 | 0.8050 | 0.2631 | 1.3043 | 9.3413 | 0.1948 | 0.3481 | 4.1725 | 4.5599 | 0.2758 | 0.8166 | 0.2959 | 9.7273 | 20.9411 | 0.1830 | 0.3387 | 4.2202
73 | 2.5354 | 0.2849 | 0.8051 | 0.2633 | 1.3025 | 9.4988 | 0.1947 | 0.3486 | 4.1714 | 4.5686 | 0.2762 | 0.8164 | 0.2957 | 9.6266 | 21.1288 | 0.1832 | 0.3388 | 4.2209
74 | 2.5397 | 0.2842 | 0.8052 | 0.2638 | 1.3024 | 9.5442 | 0.1946 | 0.3490 | 4.1700 | 4.6059 | 0.2742 | 0.8169 | 0.2967 | 9.8282 | 21.3074 | 0.1827 | 0.3392 | 4.2168
75 | 2.5363 | 0.2838 | 0.8053 | 0.2641 | 1.3010 | 9.5134 | 0.1945 | 0.3492 | 4.1691 | 4.6064 | 0.2747 | 0.8168 | 0.2971 | 9.7073 | 21.4260 | 0.1828 | 0.3389 | 4.2147
76 | 2.5400 | 0.2831 | 0.8053 | 0.2645 | 1.2999 | 9.5540 | 0.1945 | 0.3491 | 4.1685 | 4.6132 | 0.2737 | 0.8180 | 0.2985 | 9.7908 | 21.4094 | 0.1816 | 0.3380 | 4.1915
77 | 2.5409 | 0.2818 | 0.8055 | 0.2657 | 1.2993 | 9.5638 | 0.1943 | 0.3491 | 4.1656 | 4.6320 | 0.2717 | 0.8174 | 0.3002 | 9.8225 | 21.5653 | 0.1822 | 0.3394 | 4.2044
78 | 2.5506 | 0.2806 | 0.8056 | 0.2669 | 1.2974 | 9.6641 | 0.1942 | 0.3491 | 4.1641 | 4.6415 | 0.2712 | 0.8173 | 0.3016 | 9.9260 | 21.5465 | 0.1823 | 0.3391 | 4.2098
79 | 2.5474 | 0.2797 | 0.8057 | 0.2680 | 1.2964 | 9.6306 | 0.1941 | 0.3492 | 4.1623 | 4.6282 | 0.2701 | 0.8177 | 0.3037 | 9.7974 | 21.5331 | 0.1819 | 0.3376 | 4.2017
80 | 2.5503 | 0.2785 | 0.8058 | 0.2692 | 1.2950 | 9.6607 | 0.1940 | 0.3492 | 4.1607 | 4.6336 | 0.2682 | 0.8181 | 0.3057 | 9.8087 | 21.5764 | 0.1815 | 0.3386 | 4.1908
81 | 2.5552 | 0.2771 | 0.8059 | 0.2707 | 1.2943 | 9.7099 | 0.1939 | 0.3488 | 4.1579 | 4.6689 | 0.2675 | 0.8187 | 0.3076 | 10.0771 | 21.6500 | 0.1809 | 0.3381 | 4.1804
82 | 2.5474 | 0.2759 | 0.8060 | 0.2723 | 1.2927 | 9.6294 | 0.1937 | 0.3482 | 4.1549 | 4.6594 | 0.2668 | 0.8183 | 0.3093 | 10.0476 | 21.5722 | 0.1813 | 0.3379 | 4.1906
83 | 2.5496 | 0.2749 | 0.8062 | 0.2738 | 1.2910 | 9.6488 | 0.1936 | 0.3475 | 4.1510 | 4.6553 | 0.2652 | 0.8183 | 0.3110 | 10.0238 | 21.5556 | 0.1813 | 0.3363 | 4.1888
84 | 2.5461 | 0.2738 | 0.8063 | 0.2753 | 1.2895 | 9.6121 | 0.1935 | 0.3466 | 4.1492 | 4.6371 | 0.2647 | 0.8182 | 0.3128 | 9.9285 | 21.4572 | 0.1814 | 0.3352 | 4.1846
85 | 2.5357 | 0.2725 | 0.8065 | 0.2774 | 1.2883 | 9.5015 | 0.1933 | 0.3453 | 4.1456 | 4.6126 | 0.2628 | 0.8190 | 0.3150 | 9.9369 | 21.2030 | 0.1806 | 0.3334 | 4.1699
86 | 2.5262 | 0.2710 | 0.8066 | 0.2794 | 1.2856 | 9.4045 | 0.1932 | 0.3439 | 4.1435 | 4.6215 | 0.2620 | 0.8196 | 0.3165 | 9.9514 | 21.2735 | 0.1800 | 0.3322 | 4.1545
87 | 2.5302 | 0.2697 | 0.8066 | 0.2810 | 1.2846 | 9.4428 | 0.1931 | 0.3423 | 4.1419 | 4.6115 | 0.2604 | 0.8191 | 0.3194 | 9.9387 | 21.1719 | 0.1805 | 0.3311 | 4.1656
88 | 2.5260 | 0.2679 | 0.8068 | 0.2840 | 1.2821 | 9.3920 | 0.1930 | 0.3405 | 4.1383 | 4.6216 | 0.2583 | 0.8193 | 0.3221 | 10.0058 | 21.2012 | 0.1804 | 0.3297 | 4.1616
89 | 2.5345 | 0.2664 | 0.8070 | 0.2865 | 1.2807 | 9.4680 | 0.1928 | 0.3385 | 4.1350 | 4.6200 | 0.2570 | 0.8195 | 0.3250 | 9.9017 | 21.2737 | 0.1801 | 0.3272 | 4.1555
90 | 2.5391 | 0.2648 | 0.8072 | 0.2895 | 1.2786 | 9.5027 | 0.1926 | 0.3365 | 4.1313 | 4.6296 | 0.2561 | 0.8201 | 0.3280 | 9.8572 | 21.3962 | 0.1795 | 0.3242 | 4.1404
91 | 2.5394 | 0.2628 | 0.8074 | 0.2933 | 1.2763 | 9.4920 | 0.1924 | 0.3343 | 4.1265 | 4.6592 | 0.2539 | 0.8204 | 0.3320 | 10.0570 | 21.4762 | 0.1792 | 0.3223 | 4.1321
92 | 2.5358 | 0.2615 | 0.8076 | 0.2961 | 1.2743 | 9.4431 | 0.1922 | 0.3322 | 4.1224 | 4.6612 | 0.2525 | 0.8204 | 0.3353 | 10.0664 | 21.4662 | 0.1792 | 0.3212 | 4.1363
93 | 2.5368 | 0.2596 | 0.8079 | 0.3000 | 1.2728 | 9.4357 | 0.1919 | 0.3301 | 4.1163 | 4.6703 | 0.2506 | 0.8205 | 0.3397 | 10.0161 | 21.5843 | 0.1791 | 0.3191 | 4.1323
94 | 2.5375 | 0.2575 | 0.8082 | 0.3044 | 1.2703 | 9.4221 | 0.1916 | 0.3280 | 4.1096 | 4.6899 | 0.2487 | 0.8212 | 0.3444 | 10.1244 | 21.6452 | 0.1785 | 0.3171 | 4.1190
95 | 2.5375 | 0.2555 | 0.8085 | 0.3089 | 1.2685 | 9.4003 | 0.1913 | 0.3261 | 4.1028 | 4.7148 | 0.2472 | 0.8219 | 0.3486 | 10.2137 | 21.7801 | 0.1778 | 0.3153 | 4.1047
96 | 2.5419 | 0.2538 | 0.8089 | 0.3129 | 1.2662 | 9.4247 | 0.1909 | 0.3244 | 4.0949 | 4.7219 | 0.2455 | 0.8220 | 0.3531 | 10.1438 | 21.8941 | 0.1776 | 0.3135 | 4.0992
97 | 2.5457 | 0.2522 | 0.8092 | 0.3172 | 1.2646 | 9.4393 | 0.1906 | 0.3230 | 4.0875 | 4.7371 | 0.2442 | 0.8226 | 0.3572 | 10.1297 | 22.0342 | 0.1770 | 0.3122 | 4.0868
98 | 2.5529 | 0.2509 | 0.8096 | 0.3207 | 1.2629 | 9.4922 | 0.1902 | 0.3220 | 4.0799 | 4.7487 | 0.2430 | 0.8227 | 0.3607 | 10.1682 | 22.0889 | 0.1769 | 0.3113 | 4.0857
99 | 2.5577 | 0.2497 | 0.8098 | 0.3238 | 1.2621 | 9.5224 | 0.1899 | 0.3213 | 4.0736 | 4.7593 | 0.2424 | 0.8230 | 0.3631 | 10.1465 | 22.2007 | 0.1766 | 0.3106 | 4.0774
100 | 2.5617 | 0.2492 | 0.8100 | 0.3256 | 1.2614 | 9.5524 | 0.1898 | 0.3210 | 4.0696 | 4.7602 | 0.2421 | 0.8231 | 0.3642 | 10.1453 | 22.2027 | 0.1765 | 0.3105 | 4.0757
epoch | loss | sim_loss | var_pred | var_target | cov_pred | cov_target | feat_std | feat_std_ctx | feat_norm | val_loss | val_sim_loss | val_var_pred | val_var_target | val_cov_pred | val_cov_target | val_feat_std | val_feat_std_ctx | val_feat_norm
1 | 5.0995 | 0.3879 | 0.8376 | 0.2420 | 1.4006 | 34.2245 | 0.1621 | 0.7944 | 3.6268 | 18.6330 | 0.3688 | 0.9284 | 0.2771 | 69.8555 | 100.6310 | 0.0708 | 0.7356 | 1.9921
2 | 2.6985 | 0.3829 | 0.8247 | 0.0908 | 1.2982 | 11.9508 | 0.1750 | 0.8921 | 3.7364 | 13.7002 | 0.3603 | 0.9092 | 0.2080 | 52.7179 | 69.3129 | 0.0902 | 0.7618 | 2.3937
3 | 2.1387 | 0.3729 | 0.8194 | 0.0833 | 1.2981 | 6.5217 | 0.1803 | 0.8448 | 3.8423 | 7.5959 | 0.3477 | 0.8731 | 0.1489 | 25.3469 | 36.5312 | 0.1265 | 0.7613 | 2.9450
4 | 1.9179 | 0.3610 | 0.8112 | 0.0709 | 1.3029 | 4.5404 | 0.1886 | 0.7826 | 4.0029 | 7.2474 | 0.3391 | 0.8533 | 0.1296 | 23.1119 | 35.5978 | 0.1464 | 0.6968 | 3.3253
5 | 1.8415 | 0.3546 | 0.8074 | 0.0686 | 1.3074 | 3.8539 | 0.1924 | 0.6896 | 4.0742 | 7.0327 | 0.3321 | 0.8401 | 0.1252 | 22.2280 | 34.4546 | 0.1596 | 0.6028 | 3.5826
6 | 1.8070 | 0.3508 | 0.8058 | 0.0730 | 1.3118 | 3.4965 | 0.1940 | 0.5828 | 4.1059 | 6.9596 | 0.3288 | 0.8336 | 0.1261 | 22.3735 | 33.5944 | 0.1661 | 0.5026 | 3.7227
